Series_4_1
Sweep_4_1_1	  7.727659600E+04	 21:27:56.596	 2018/05/28 21:27:56.596
"Index"	 "Time[s]"       	 "Imon-1[A]"     	 "Time[s]"       	 "Emon-1[V]"     
    961	  9.610000000E+00	  8.060989654E-10	  9.610000000E+00	  2.982187867E-01
    962	  9.620000000E+00	  8.056930678E-10	  9.620000000E+00	  2.985313833E-01
    963	  9.630000000E+00	  8.066922130E-10	  9.630000000E+00	  2.994691730E-01
    964	  9.640000000E+00	  8.058179679E-10	  9.640000000E+00	  2.988439798E-01
    965	  9.650000000E+00	  8.063175128E-10	  9.650000000E+00	  2.988439798E-01
    966	  9.660000000E+00	  8.058491652E-10	  9.660000000E+00	  2.988439798E-01
    967	  9.670000000E+00	  8.056618150E-10	  9.670000000E+00	  2.988439798E-01
    968	  9.680000000E+00	  8.067234103E-10	  9.680000000E+00	  2.979061902E-01
    969	  9.690000000E+00	  8.057867151E-10	  9.690000000E+00	  2.985313833E-01
    970	  9.700000000E+00	  8.064424128E-10	  9.700000000E+00	  2.985313833E-01
    971	  9.710000000E+00	  8.061926127E-10	  9.710000000E+00	  2.997817695E-01
    972	  9.720000000E+00	  8.056618150E-10	  9.720000000E+00	  2.985313833E-01
    973	  9.730000000E+00	  8.064424128E-10	  9.730000000E+00	  2.988439798E-01
    974	  9.740000000E+00	  8.055993650E-10	  9.740000000E+00	  2.985313833E-01
    975	  9.750000000E+00	  8.062863155E-10	  9.750000000E+00	  2.994691730E-01
    976	  9.760000000E+00	  8.060365153E-10	  9.760000000E+00	  2.991565764E-01
    977	  9.770000000E+00	  8.056618150E-10	  9.770000000E+00	  2.985313833E-01
    978	  9.780000000E+00	  8.064736656E-10	  9.780000000E+00	  2.988439798E-01
    979	  9.790000000E+00	  8.055681677E-10	  9.790000000E+00	  2.985313833E-01
    980	  9.800000000E+00	  8.061614154E-10	  9.800000000E+00	  2.985313833E-01
    981	  9.810000000E+00	  8.060365153E-10	  9.810000000E+00	  2.982187867E-01
    982	  9.820000000E+00	  8.056618150E-10	  9.820000000E+00	  2.979061902E-01
    983	  9.830000000E+00	  8.065048629E-10	  9.830000000E+00	  2.988439798E-01
    984	  9.840000000E+00	  8.055057177E-10	  9.840000000E+00	  2.988439798E-01
    985	  9.850000000E+00	  8.060677681E-10	  9.850000000E+00	  2.982187867E-01
    986	  9.860000000E+00	  8.058491652E-10	  9.860000000E+00	  2.988439798E-01
    987	  9.870000000E+00	  8.055681677E-10	  9.870000000E+00	  2.985313833E-01
    988	  9.880000000E+00	  8.065673129E-10	  9.880000000E+00	  2.994691730E-01
    989	  9.890000000E+00	  8.055993650E-10	  9.890000000E+00	  2.985313833E-01
    990	  9.900000000E+00	  8.061301626E-10	  9.900000000E+00	  2.988439798E-01
    991	  9.910000000E+00	  8.058491652E-10	  9.910000000E+00	  2.988439798E-01
    992	  9.920000000E+00	  8.055993650E-10	  9.920000000E+00	  2.982187867E-01
    993	  9.930000000E+00	  8.063799628E-10	  9.930000000E+00	  2.985313833E-01
    994	  9.940000000E+00	  8.054432676E-10	  9.940000000E+00	  2.994691730E-01
    995	  9.950000000E+00	  8.060989654E-10	  9.950000000E+00	  2.985313833E-01
    996	  9.960000000E+00	  8.058491652E-10	  9.960000000E+00	  2.982187867E-01
    997	  9.970000000E+00	  8.054745204E-10	  9.970000000E+00	  2.979061902E-01
    998	  9.980000000E+00	  8.064112156E-10	  9.980000000E+00	  2.988439798E-01
    999	  9.990000000E+00	  8.053183675E-10	  9.990000000E+00	  2.982187867E-01
   1000	  1.000000000E+01	  8.059428680E-10	  1.000000000E+01	  2.991565764E-01
   1001	  1.001000000E+01	  8.056930678E-10	  1.001000000E+01	  2.982187867E-01
   1002	  1.002000000E+01	  8.054120704E-10	  1.002000000E+01	  2.982187867E-01
   1003	  1.003000000E+01	  8.062550627E-10	  1.003000000E+01	  2.979061902E-01
   1004	  1.004000000E+01	  8.052559175E-10	  1.004000000E+01	  2.988439798E-01

